665.3309738	5697.0586
665.3316549	5699.8232
665.332336	5721.8164
665.3330171	5679.1401
665.3336983	5695.2461
665.3343793	5672.4507
665.3350603	5687.3599
665.3357414	5635.9932
665.3364225	5689.4565
665.3371036	5668.5332
665.3377848	5690.2944
665.3384658	5660.3613
665.3391469	5690.4746
665.339828	5696.3975
665.340509	5693.5972
665.3411901	5707.6514
665.3418712	5652.0205
665.3425523	5688.8901
665.3432334	5699.4756
665.3439145	5707.6987
665.3445956	5682.9722
665.3452767	5679.2627
665.3459577	5660.5298
665.3466389	5698.2065
665.3473199	5706.8413
665.348001	5699.8101
665.3486821	5692.1782
665.3493632	5709.9316
665.3500443	5657.8569
665.3507254	5662.9243
665.3514064	5704.4712
665.3520875	5725.6758
665.3527686	5725.3853
665.3534497	5745.1924
665.3541308	5697.5146
665.3548119	5670.3818
665.355493	5678.1582
665.3561741	5706.5229
665.3568551	5683.3154
665.3575361	5689.4331
665.3582173	5678.522
665.3588984	5702.0435
665.3595795	5697.8867
665.3602606	5694.2324
665.3609417	5684.6523
665.3616229	5712.2954
665.3623039	5729.0962
665.3629849	5699.0557
665.3636661	5680.3618
665.3643471	5700.6484
665.3650282	5692.3877
665.3657094	5706.7549
665.3663904	5702.9033
665.3670715	5693.0674
665.3677527	5674.7612
665.3684336	5706.2334
665.3691147	5676.9917
665.3697959	5676.9321
665.3704769	5691.5146
665.371158	5713.6982
665.3718392	5703.8979
665.3725202	5715.9409
665.3732013	5743.2847
665.3738824	5665.3848
665.3745634	5706.9277
665.3752445	5705.2881
665.3759256	5662.9321
665.3766067	5677.1641
665.3772878	5687.3965
665.3779689	5717.8804
665.3786501	5691.8599
665.379331	5677.2896
665.3800121	5711.1504
665.3806933	5700.9897
665.3813743	5724.2808
665.3820554	5699.2349
665.3827365	5710.0469
665.3834176	5697.0913
665.3840987	5690.0278
665.3847799	5701.4629
665.3854608	5694.251
665.3861419	5707.8511
665.386823	5697.543
665.3875041	5675.7549
665.3881852	5691.3779
665.3888664	5680.2856
665.3895474	5751.6436
665.3902285	5654.7979
665.3909095	5676.2534
665.3915906	5666.5234
665.3922717	5719.98
665.3929528	5708.9185
665.3936339	5698.4175
665.394315	5679.873
665.3949962	5743.1416
665.3956773	5640.3281
665.3963582	5686.7427
665.3970393	5716.52
665.3977205	5696.4702
665.3984015	5693.793
665.3990827	5690.9326
665.3997638	5681.54
665.4004448	5700.5386
665.4011259	5700.3525
665.401807	5693.9351
665.402488	5717.7148
665.4031691	5662.0098
665.4038503	5714.1094
665.4045313	5713.2822
665.4052124	5674.2109
665.4058936	5707.0132
665.4065746	5664.7666
665.4072557	5670.314
665.4079368	5653.7334
665.4086178	5693.3638
665.4092989	5686.4131
665.40998	5718.8335
665.4106611	5695.4414
665.4113422	5684.8281
665.4120233	5648.6616
665.4127045	5660.3828
665.4133854	5688.4141
665.4140665	5687.7441
665.4147477	5686.8545
665.4154287	5707.8472
665.4161098	5680.1763
665.416791	5670.21
665.417472	5705.6914
665.4181532	5671.3394
665.4188342	5713.4644
665.4195152	5674.7749
665.4201963	5728.1367
665.4208775	5671.3589
665.4215585	5681.8447
665.4222397	5649.8257
665.4229208	5659.4541
665.4236018	5694.3774
665.4242828	5715.709
665.424964	5689.4517
665.425645	5726.7065
665.4263262	5739.7021
665.4270073	5715.4282
665.4276884	5715.5469
665.4283694	5695.6079
665.4290506	5726.7495
665.4297317	5713.7695
665.4304126	5709.3208
665.4310938	5675.0532
665.4317749	5713.8916
665.4324559	5730.7197
665.4331371	5689.8667
665.4338182	5685.2373
665.4344992	5736.1743
665.4351803	5700.2886
665.4358614	5705.4048
665.4365424	5713.4414
665.4372235	5702.0771
665.4379047	5643.0444
665.4385857	5701.7515
665.4392668	5702.2925
665.439948	5705.1489
665.440629	5677.9336
665.44131	5696.0283
665.4419912	5711.9331
665.4426722	5711.166
665.4433533	5660.751
665.4440345	5669.4756
665.4447156	5689.9771
665.4453966	5665.0977
665.4460778	5691.6592
665.4467588	5721.48
665.4474398	5722.4316
665.448121	5687.126
665.4488021	5686.4888
665.4494831	5693.9185
665.4501643	5713.0117
665.4508454	5737.436
665.4515264	5703.3027
665.4522076	5696.1362
665.4528886	5706.8423
665.4535696	5668.3223
665.4542508	5685.0933
665.4549319	5723.4443
665.4556129	5680.8887
665.4562941	5712.356
665.4569752	5678.2393
665.4576562	5663.5537
665.4583373	5715.2329
665.4590184	5691.6357
665.4596994	5723.7783
665.4603806	5679.7842
665.4610617	5706.3594
665.4617428	5673.1836
665.4624238	5697.0938
665.463105	5682.2417
665.463786	5675.2837
665.464467	5733.104
665.4651482	5674.7271
665.4658293	5672.6777
665.4665103	5718.9536
665.4671915	5695.1655
665.4678726	5692.5015
665.4685536	5696.2114
665.4692347	5673.1821
665.4699158	5686.6021
665.4705968	5697.6499
665.4712779	5668.1982
665.4719591	5705.7866
665.4726401	5677.9619
665.4733213	5701.2681
665.4740024	5646.4971
665.4746834	5666.2397
665.4753644	5680.769
665.4760456	5677.501
665.4767266	5664.9609
665.4774078	5696.085
665.4780889	5694.5107
665.47877	5669.6885
665.4794511	5681.6919
665.4801322	5700.729
665.4808132	5676.1162
665.4814942	5696.1611
665.4821754	5697.0112
665.4828565	5668.5649
665.4835376	5714.0142
665.4842187	5710.375
665.4848998	5685.2729
665.4855809	5697.7261
665.4862619	5668.584
665.486943	5681.7324
665.4876241	5653.978
665.4883052	5693.0166
665.4889863	5664.2114
665.4896673	5728.6528
665.4903485	5651.6265
665.4910296	5676.7109
665.4917105	5696.2217
665.4923917	5668.7065
665.4930728	5664.2441
665.4937539	5686.4287
665.4944349	5728.6177
665.4951161	5668.7007
665.4957972	5652.1704
665.4964782	5735.7456
665.4971593	5674.0947
665.4978404	5694.2476
665.4985214	5697.2524
665.4992026	5704.2871
665.4998837	5690.9028
665.5005647	5670.8447
665.5012459	5702.1963
665.501927	5693.1763
665.5026081	5730.7461
665.5032891	5707.2769
665.5039702	5669.2852
665.5046512	5704.7368
665.5053324	5664.8066
665.5060135	5701.2812
665.5066946	5655.4062
665.5073757	5676.356
665.5080568	5688.605
665.5087377	5719.1216
665.5094189	5702.1782
665.5101	5709.3691
665.5107812	5713.2378
665.5114622	5725.1235
665.5121433	5696.4497
665.5128244	5692.4009
665.5135055	5706.0391
665.5141865	5688.0039
665.5148676	5656.0776
665.5155487	5701.1416
665.5162298	5683.9487
665.5169109	5677.4648
665.517592	5709.7251
665.5182731	5712.2344
665.5189542	5704.5581
665.5196352	5709.7407
665.5203163	5650.8716
665.5209974	5668.1392
665.5216784	5656.7178
665.5223596	5706.8081
665.5230407	5742.9946
665.5237217	5691.5039
665.5244029	5692.3335
665.525084	5679.8618
665.5257649	5695.2603
665.5264461	5665.4902
665.5271272	5702.7905
665.5278083	5692.0894
665.5284894	5666.5293
665.5291705	5674.8433
665.5298516	5670.4707
665.5305327	5706.0024
665.5312137	5681.5996
665.5318948	5735.7661
665.5325758	5697.7183
665.533257	5713.709
665.5339381	5717.2944
665.5346192	5705.5635
665.5353003	5730.4897
665.5359815	5663.936
665.5366623	5651.4805
665.5373435	5649.9692
665.5380246	5671.7354
665.5387057	5691.1694
665.5393868	5692.2153
665.5400679	5686.9951
665.540749	5729.1196
665.5414301	5650.4526
665.5421111	5700.0679
665.5427922	5687.5488
665.5434733	5688.4067
665.5441544	5692.4009
665.5448356	5668.2734
665.5455166	5693.835
665.5461977	5701.6694
665.5468788	5697.3213
665.5475599	5707.0532
665.5482409	5703.835
665.548922	5673.0776
665.5496031	5727.9058
665.5502842	5697.6016
665.5509653	5704.4248
665.5516464	5680.4033
665.5523275	5674.4707
665.5530086	5708.1753
665.5536896	5696.8672
665.5543707	5719.3501
